audit_id,timestamp,audit_action,entity_type,entity_id,performed_by,description,previous_value,new_value,reason
AUDIT_55AF971BB6,2022-03-27 04:11:39,manual_override,alert,ALERT_4B2F466BD8,Michael Rodriguez,Manual decision: escalate,auto_flag,escalate,Customer verification completed. Amount $11215.29 - escalate
AUDIT_C5A37979D7,2024-07-03 19:25:51,manual_override,alert,ALERT_EBD74E4919,Robert Johnson,Manual decision: deny,auto_flag,deny,Risk score 0.791 reviewed. deny
AUDIT_FEDB183453,2024-11-28 09:47:33,manual_override,alert,ALERT_E9C9961EA7,Lisa Anderson,Manual decision: escalate,auto_flag,escalate,Customer verification completed. Amount $93379.98 - escalate
AUDIT_4F182AB195,2025-08-14 17:15:17,manual_override,alert,ALERT_81C9C0CB6F,Jessica Martinez,Manual decision: escalate,auto_flag,escalate,Customer verification completed. Amount $4431.07 - escalate
AUDIT_D5E15F0A45,2025-03-07 04:57:57,manual_override,alert,ALERT_299816BB93,Michael Rodriguez,Manual decision: escalate,auto_flag,escalate,Risk score 0.621 reviewed. escalate
AUDIT_40442DA224,2023-01-26 15:30:33,manual_override,alert,ALERT_70391D0857,Maria Garcia,Manual decision: escalate,auto_flag,escalate,"Location check performed: Chicago, IL. escalate"
AUDIT_2B2000A81E,2025-02-13 12:24:19,manual_override,alert,ALERT_F8A6A5BD1A,James Wilson,Manual decision: deny,auto_flag,deny,Customer verification completed. Amount $96800.89 - deny
AUDIT_DE8D7910C3,2022-08-02 04:44:05,manual_override,alert,ALERT_DA3B395543,David Kim,Manual decision: escalate,auto_flag,escalate,"Location check performed: San Jose, CA. escalate"
AUDIT_EF4D7468F7,2022-05-14 12:54:47,manual_override,alert,ALERT_743D530AF9,Michael Rodriguez,Manual decision: escalate,auto_flag,escalate,Risk score 0.748 reviewed. escalate
AUDIT_8D32D14DF6,2023-09-16 22:13:09,manual_override,alert,ALERT_2575C9898D,Robert Johnson,Manual decision: escalate,auto_flag,escalate,"Location check performed: Los Angeles, CA. escalate"
AUDIT_E00A374FE5,2025-08-01 12:25:06,manual_override,alert,ALERT_DAD6B3DC6A,Emily Thompson,Manual decision: escalate,auto_flag,escalate,"Location check performed: Phoenix, AZ. escalate"
AUDIT_5650319F4C,2022-04-25 08:15:14,manual_override,alert,ALERT_34D6A623EB,Michael Rodriguez,Manual decision: escalate,auto_flag,escalate,Risk score 0.833 reviewed. escalate
AUDIT_F5B084AB5D,2022-01-12 13:25:41,manual_override,alert,ALERT_5648597C7C,Robert Johnson,Manual decision: escalate,auto_flag,escalate,"Location check performed: Chicago, IL. escalate"
AUDIT_BA3A6C9FD3,2022-05-22 04:28:23,manual_override,alert,ALERT_E0D7F843A4,William Taylor,Manual decision: escalate,auto_flag,escalate,Risk score 0.911 reviewed. escalate
AUDIT_C635CB3CBA,2022-08-29 11:19:33,manual_override,alert,ALERT_6907ED1E0C,William Taylor,Manual decision: escalate,auto_flag,escalate,"Location check performed: Caracas, Venezuela. escalate"
AUDIT_AA3C9B55B5,2024-04-23 09:52:42,manual_override,alert,ALERT_DBC1424F7C,William Taylor,Manual decision: escalate,auto_flag,escalate,Risk score 0.887 reviewed. escalate
AUDIT_4B8232F219,2022-12-23 20:33:25,manual_override,alert,ALERT_D52CA84D2A,Jessica Martinez,Manual decision: deny,auto_flag,deny,Reviewed transaction for Wire Transfer - deny
AUDIT_E9B5DBD3B2,2022-09-17 18:47:16,manual_override,alert,ALERT_30DF360858,Emily Thompson,Manual decision: SAR_filed,auto_flag,SAR_filed,Customer verification completed. Amount $74290.74 - SAR filed - Suspicious Activity Report filed with FinCEN
AUDIT_B252948E87,2023-06-03 18:50:39,manual_override,alert,ALERT_6BD6E9D062,Michael Rodriguez,Manual decision: escalate,auto_flag,escalate,"Location check performed: Jacksonville, FL. escalate"
AUDIT_C11027FB76,2022-10-04 00:26:25,manual_override,alert,ALERT_12449A7CAD,Maria Garcia,Manual decision: escalate,auto_flag,escalate,"Location check performed: Austin, TX. escalate"
AUDIT_D825027C55,2023-01-23 21:11:27,manual_override,alert,ALERT_100B0D8550,David Kim,Manual decision: SAR_filed,auto_flag,SAR_filed,Customer verification completed. Amount $45838.51 - SAR filed - Suspicious Activity Report filed with FinCEN
AUDIT_5C3CC85A85,2023-07-29 07:02:58,manual_override,alert,ALERT_E7E6A4B3B9,Sarah Chen,Manual decision: escalate,auto_flag,escalate,Reviewed transaction for Money Transfer - escalate
AUDIT_431FD21E37,2025-08-30 15:25:24,manual_override,alert,ALERT_CCF60CCAD8,Lisa Anderson,Manual decision: deny,auto_flag,deny,Risk score 0.787 reviewed. deny
AUDIT_F518F73A0A,2024-03-31 15:34:39,manual_override,alert,ALERT_8F8BD9DD4A,David Kim,Manual decision: escalate,auto_flag,escalate,"Location check performed: Los Angeles, CA. escalate"
AUDIT_8D520E5544,2022-11-26 13:00:02,manual_override,alert,ALERT_A595A9A710,Lisa Anderson,Manual decision: deny,auto_flag,deny,Risk score 0.784 reviewed. deny
AUDIT_3B0AF7AA57,2025-10-07 09:29:45,manual_override,alert,ALERT_FA3D952147,Emily Thompson,Manual decision: escalate,auto_flag,escalate,Customer verification completed. Amount $39707.88 - escalate
AUDIT_614C6F9E13,2024-11-06 07:54:27,manual_override,alert,ALERT_97E1CDCFE4,Michael Rodriguez,Manual decision: SAR_filed,auto_flag,SAR_filed,Risk score 1.000 reviewed. SAR filed - Suspicious Activity Report filed with FinCEN
AUDIT_87AFB39DB9,2025-08-04 07:51:50,manual_override,alert,ALERT_C2718D9680,David Kim,Manual decision: escalate,auto_flag,escalate,Risk score 0.663 reviewed. escalate
AUDIT_7122A2E032,2022-11-17 12:48:02,manual_override,alert,ALERT_560C037C81,William Taylor,Manual decision: escalate,auto_flag,escalate,Risk score 0.899 reviewed. escalate
AUDIT_F66645760B,2025-09-15 03:54:09,manual_override,alert,ALERT_D2C3BD5F3E,David Kim,Manual decision: escalate,auto_flag,escalate,Customer verification completed. Amount $2804.06 - escalate
AUDIT_272E1C6CCB,2025-06-04 14:43:17,manual_override,alert,ALERT_7A99AD73E3,Robert Johnson,Manual decision: escalate,auto_flag,escalate,Customer verification completed. Amount $11487.87 - escalate
AUDIT_CD62F36AF3,2022-02-02 08:48:50,manual_override,alert,ALERT_CD853FB479,Robert Johnson,Manual decision: deny,auto_flag,deny,Customer verification completed. Amount $89756.54 - deny
AUDIT_B96BE61D99,2024-12-24 04:01:16,manual_override,alert,ALERT_AE7A8A94D0,Sarah Chen,Manual decision: deny,auto_flag,deny,Reviewed transaction for Retail - deny
AUDIT_EABB8AB431,2024-05-16 03:42:39,manual_override,alert,ALERT_9F76AB5D3B,Robert Johnson,Manual decision: deny,auto_flag,deny,"Location check performed: Lagos, Nigeria. deny"
AUDIT_5F9C5C69AE,2024-01-02 04:06:33,manual_override,alert,ALERT_9BF327F220,Lisa Anderson,Manual decision: deny,auto_flag,deny,Customer verification completed. Amount $4464.92 - deny
AUDIT_4D52FFB95F,2025-10-12 14:54:31,manual_override,alert,ALERT_7A028AF2BC,William Taylor,Manual decision: deny,auto_flag,deny,Customer verification completed. Amount $2110.50 - deny
AUDIT_3351AE2528,2025-08-12 13:37:35,manual_override,alert,ALERT_B845FCB9D5,David Kim,Manual decision: escalate,auto_flag,escalate,"Location check performed: San Diego, CA. escalate"
AUDIT_37F1C1C4AF,2022-05-13 03:59:32,manual_override,alert,ALERT_7EF44CCFC3,William Taylor,Manual decision: escalate,auto_flag,escalate,Risk score 0.634 reviewed. escalate
AUDIT_008FD73432,2023-07-17 07:49:10,manual_override,alert,ALERT_68AC80DA38,Maria Garcia,Manual decision: deny,auto_flag,deny,Reviewed transaction for Cryptocurrency - deny
AUDIT_F97BF34688,2024-12-06 04:18:09,manual_override,alert,ALERT_000F7EF3F6,Jessica Martinez,Manual decision: escalate,auto_flag,escalate,Reviewed transaction for Gambling - escalate
AUDIT_DBE921F804,2024-04-19 16:54:35,manual_override,alert,ALERT_90FDCB8CE4,William Taylor,Manual decision: deny,auto_flag,deny,"Location check performed: Fort Worth, TX. deny"
AUDIT_6A8CD068A8,2022-05-03 04:55:30,manual_override,alert,ALERT_DDC0A74A54,William Taylor,Manual decision: deny,auto_flag,deny,Risk score 0.719 reviewed. deny
AUDIT_C47014B2AE,2022-05-06 07:37:39,manual_override,alert,ALERT_D008721208,Michael Rodriguez,Manual decision: escalate,auto_flag,escalate,"Location check performed: Charlotte, NC. escalate"
AUDIT_03B4E5DE79,2022-09-10 17:13:38,manual_override,alert,ALERT_A4B4C73782,Michael Rodriguez,Manual decision: escalate,auto_flag,escalate,Customer verification completed. Amount $26704.87 - escalate
AUDIT_0FC8B61FA1,2022-10-31 04:22:10,manual_override,alert,ALERT_7AE93D555C,Lisa Anderson,Manual decision: escalate,auto_flag,escalate,Risk score 1.000 reviewed. escalate
AUDIT_C0E969A3EB,2025-01-26 16:19:06,manual_override,alert,ALERT_6BA7030AF4,Maria Garcia,Manual decision: escalate,auto_flag,escalate,"Location check performed: Los Angeles, CA. escalate"
AUDIT_1237120167,2025-11-03 18:52:42,manual_override,alert,ALERT_88B757C0C5,Sarah Chen,Manual decision: deny,auto_flag,deny,Risk score 0.852 reviewed. deny
AUDIT_73BB613D68,2025-08-11 12:31:31,manual_override,alert,ALERT_7386F3F04C,Maria Garcia,Manual decision: deny,auto_flag,deny,"Location check performed: Lagos, Nigeria. deny"
AUDIT_7EC662B1B2,2023-06-16 18:59:56,manual_override,alert,ALERT_81ACFB659E,Sarah Chen,Manual decision: deny,auto_flag,deny,Reviewed transaction for Gambling - deny
AUDIT_8F2A83EC2F,2024-11-27 15:38:54,manual_override,alert,ALERT_0E23B3ED6F,Maria Garcia,Manual decision: escalate,auto_flag,escalate,Customer verification completed. Amount $1750.40 - escalate
AUDIT_1B8CE99B78,2025-06-30 12:31:58,manual_override,alert,ALERT_923923D2FD,William Taylor,Manual decision: deny,auto_flag,deny,Customer verification completed. Amount $57195.65 - deny
AUDIT_72B0D6169D,2025-08-26 17:21:51,manual_override,alert,ALERT_46F6D427DD,Lisa Anderson,Manual decision: escalate,auto_flag,escalate,Customer verification completed. Amount $21649.55 - escalate
AUDIT_4CE28029F2,2023-11-13 22:40:57,manual_override,alert,ALERT_D202F71ABF,Michael Rodriguez,Manual decision: deny,auto_flag,deny,Customer verification completed. Amount $18303.41 - deny
AUDIT_0199E375A6,2022-10-30 14:44:39,manual_override,alert,ALERT_821498364B,Lisa Anderson,Manual decision: escalate,auto_flag,escalate,Risk score 0.833 reviewed. escalate
AUDIT_4EA63AF26D,2022-03-29 01:17:57,manual_override,alert,ALERT_19EA7277B7,David Kim,Manual decision: escalate,auto_flag,escalate,"Location check performed: Phoenix, AZ. escalate"
AUDIT_4E60F25D4A,2025-08-02 09:30:11,manual_override,alert,ALERT_1BCD8E1693,William Taylor,Manual decision: deny,auto_flag,deny,Risk score 0.879 reviewed. deny
AUDIT_CAC08EABD2,2023-10-26 10:35:14,manual_override,alert,ALERT_DA0A71E3E7,Emily Thompson,Manual decision: SAR_filed,auto_flag,SAR_filed,"Location check performed: Phoenix, AZ. SAR filed - Suspicious Activity Report filed with FinCEN"
AUDIT_AE36CCD564,2024-01-24 08:59:18,manual_override,alert,ALERT_F71E3FD49C,Robert Johnson,Manual decision: SAR_filed,auto_flag,SAR_filed,Reviewed transaction for Wire Transfer - SAR filed - Suspicious Activity Report filed with FinCEN
AUDIT_4A616A8EAF,2023-10-30 00:25:34,manual_override,alert,ALERT_B97022A0B3,Sarah Chen,Manual decision: escalate,auto_flag,escalate,"Location check performed: San Antonio, TX. escalate"
AUDIT_FF34AB390A,2023-09-15 20:43:22,manual_override,alert,ALERT_D0A8FA069D,Michael Rodriguez,Manual decision: deny,auto_flag,deny,Risk score 0.768 reviewed. deny
AUDIT_629F3BD68F,2025-08-17 16:35:35,manual_override,alert,ALERT_1AF5F8C5ED,David Kim,Manual decision: SAR_filed,auto_flag,SAR_filed,Reviewed transaction for Wire Transfer - SAR filed - Suspicious Activity Report filed with FinCEN
AUDIT_3CD23812F6,2025-09-03 07:15:30,manual_override,alert,ALERT_B7E8685F9F,David Kim,Manual decision: SAR_filed,auto_flag,SAR_filed,Risk score 1.000 reviewed. SAR filed - Suspicious Activity Report filed with FinCEN
AUDIT_E86E44887D,2025-08-17 19:30:51,manual_override,alert,ALERT_075B89A7DE,Maria Garcia,Manual decision: escalate,auto_flag,escalate,"Location check performed: Austin, TX. escalate"
AUDIT_57D3858A02,2022-09-20 04:29:33,manual_override,alert,ALERT_4FEF5D29D9,Sarah Chen,Manual decision: SAR_filed,auto_flag,SAR_filed,"Location check performed: Dallas, TX. SAR filed - Suspicious Activity Report filed with FinCEN"
AUDIT_5A671670B8,2022-06-11 05:04:51,manual_override,alert,ALERT_D67CF3D09F,Lisa Anderson,Manual decision: SAR_filed,auto_flag,SAR_filed,Reviewed transaction for Gambling - SAR filed - Suspicious Activity Report filed with FinCEN
AUDIT_BB527D49EB,2023-02-07 15:30:28,manual_override,alert,ALERT_E0A59C298C,Michael Rodriguez,Manual decision: escalate,auto_flag,escalate,Customer verification completed. Amount $45811.66 - escalate
AUDIT_7060420FBF,2023-10-28 04:10:30,manual_override,alert,ALERT_AFECC08408,Michael Rodriguez,Manual decision: SAR_filed,auto_flag,SAR_filed,Reviewed transaction for ATM Withdrawal - SAR filed - Suspicious Activity Report filed with FinCEN
AUDIT_AE58C8CFB5,2024-10-24 06:32:37,manual_override,alert,ALERT_B0C79CD671,Emily Thompson,Manual decision: deny,auto_flag,deny,Risk score 1.000 reviewed. deny
AUDIT_8F0C688A4C,2022-10-08 15:06:22,manual_override,alert,ALERT_96BC5AC07F,Robert Johnson,Manual decision: escalate,auto_flag,escalate,Risk score 0.987 reviewed. escalate
AUDIT_119208EACD,2022-02-28 22:59:15,manual_override,alert,ALERT_42DDD35D23,Robert Johnson,Manual decision: escalate,auto_flag,escalate,"Location check performed: Lagos, Nigeria. escalate"
AUDIT_85D7B69B77,2025-06-20 15:35:31,manual_override,alert,ALERT_04E2059359,Jessica Martinez,Manual decision: escalate,auto_flag,escalate,Customer verification completed. Amount $61140.76 - escalate
AUDIT_48BE0A1E86,2025-06-26 16:23:15,manual_override,alert,ALERT_47C96FE45F,Maria Garcia,Manual decision: SAR_filed,auto_flag,SAR_filed,Reviewed transaction for Cryptocurrency - SAR filed - Suspicious Activity Report filed with FinCEN
AUDIT_90778923E8,2025-11-03 08:25:46,manual_override,alert,ALERT_9FCE8448E0,Emily Thompson,Manual decision: deny,auto_flag,deny,"Location check performed: San Jose, CA. deny"
AUDIT_012D592790,2022-10-13 12:16:12,manual_override,alert,ALERT_10662B794F,Jessica Martinez,Manual decision: escalate,auto_flag,escalate,Risk score 0.753 reviewed. escalate
AUDIT_056F0492B6,2022-11-02 14:34:29,manual_override,alert,ALERT_2AD1662BEE,Jessica Martinez,Manual decision: escalate,auto_flag,escalate,"Location check performed: Charlotte, NC. escalate"
AUDIT_D5BA0A469A,2023-01-26 03:38:50,manual_override,alert,ALERT_9B0D33E16E,Sarah Chen,Manual decision: deny,auto_flag,deny,"Location check performed: San Francisco, CA. deny"
AUDIT_5FCEDE8731,2025-09-15 19:01:45,manual_override,alert,ALERT_781D327912,Michael Rodriguez,Manual decision: SAR_filed,auto_flag,SAR_filed,"Location check performed: Boston, MA. SAR filed - Suspicious Activity Report filed with FinCEN"
AUDIT_80B2024971,2022-11-16 08:32:59,manual_override,alert,ALERT_E12BE0B708,Jessica Martinez,Manual decision: SAR_filed,auto_flag,SAR_filed,Customer verification completed. Amount $23439.72 - SAR filed - Suspicious Activity Report filed with FinCEN
AUDIT_330451A400,2024-12-12 06:07:23,manual_override,alert,ALERT_926B120C65,Michael Rodriguez,Manual decision: deny,auto_flag,deny,Reviewed transaction for Wire Transfer - deny
AUDIT_B44E24AA01,2023-11-16 02:06:20,manual_override,alert,ALERT_22E4E95A05,William Taylor,Manual decision: deny,auto_flag,deny,"Location check performed: San Diego, CA. deny"
AUDIT_1D82842177,2022-01-19 16:31:31,manual_override,alert,ALERT_81A18725B7,Emily Thompson,Manual decision: escalate,auto_flag,escalate,"Location check performed: Beijing, China. escalate"
AUDIT_796B754614,2022-04-29 19:29:45,manual_override,alert,ALERT_A086A64475,Sarah Chen,Manual decision: escalate,auto_flag,escalate,Risk score 1.000 reviewed. escalate
AUDIT_1EA4A9534B,2023-02-04 04:38:59,manual_override,alert,ALERT_AA48C3ED1E,Jessica Martinez,Manual decision: deny,auto_flag,deny,Customer verification completed. Amount $38468.46 - deny
AUDIT_0AF8CAC91F,2022-12-06 00:16:35,manual_override,alert,ALERT_D1847DABAF,Michael Rodriguez,Manual decision: escalate,auto_flag,escalate,Reviewed transaction for Wire Transfer - escalate
AUDIT_726D4338C1,2023-06-12 00:28:59,manual_override,alert,ALERT_0229B36077,William Taylor,Manual decision: deny,auto_flag,deny,Risk score 0.730 reviewed. deny
AUDIT_BC2337D959,2024-05-23 22:39:01,manual_override,alert,ALERT_C3781C8365,Emily Thompson,Manual decision: escalate,auto_flag,escalate,Risk score 0.701 reviewed. escalate
AUDIT_4B7B75949C,2025-06-14 05:06:06,manual_override,alert,ALERT_B8B9CB77CD,Lisa Anderson,Manual decision: escalate,auto_flag,escalate,Reviewed transaction for Restaurant - escalate
AUDIT_D76859F1A1,2022-01-03 10:17:48,manual_override,alert,ALERT_E5E8305554,Emily Thompson,Manual decision: deny,auto_flag,deny,"Location check performed: Jacksonville, FL. deny"
AUDIT_F979EB855F,2022-03-25 21:46:20,manual_override,alert,ALERT_02E11483F3,Maria Garcia,Manual decision: escalate,auto_flag,escalate,Reviewed transaction for Retail - escalate
AUDIT_03B45DE8F6,2022-11-25 06:27:13,manual_override,alert,ALERT_0BB6662439,David Kim,Manual decision: deny,auto_flag,deny,Customer verification completed. Amount $10941.37 - deny
AUDIT_6D7998BBE8,2023-01-15 14:29:33,manual_override,alert,ALERT_088DD3E00D,Michael Rodriguez,Manual decision: escalate,auto_flag,escalate,Reviewed transaction for Gambling - escalate
AUDIT_AF929E3835,2022-02-05 04:56:19,manual_override,alert,ALERT_7B338C12DC,William Taylor,Manual decision: escalate,auto_flag,escalate,Risk score 0.752 reviewed. escalate
AUDIT_27CB1C16E5,2024-10-01 05:38:18,manual_override,alert,ALERT_5B8E28A28F,Sarah Chen,Manual decision: escalate,auto_flag,escalate,Reviewed transaction for Cryptocurrency - escalate
AUDIT_302664D536,2024-03-30 16:21:20,manual_override,alert,ALERT_D303EA71EA,Emily Thompson,Manual decision: SAR_filed,auto_flag,SAR_filed,Risk score 0.904 reviewed. SAR filed - Suspicious Activity Report filed with FinCEN
AUDIT_3CC6E94822,2024-05-02 02:08:52,manual_override,alert,ALERT_2181145604,Emily Thompson,Manual decision: escalate,auto_flag,escalate,Reviewed transaction for Entertainment - escalate
AUDIT_0A3414D32C,2023-04-26 11:41:05,manual_override,alert,ALERT_828A1E179D,Jessica Martinez,Manual decision: escalate,auto_flag,escalate,Customer verification completed. Amount $12819.75 - escalate
AUDIT_D31FA66376,2022-05-08 12:09:14,manual_override,alert,ALERT_97E13B2101,William Taylor,Manual decision: escalate,auto_flag,escalate,Reviewed transaction for Wire Transfer - escalate
AUDIT_EE895BD542,2023-05-20 12:52:04,manual_override,alert,ALERT_3073492140,Maria Garcia,Manual decision: SAR_filed,auto_flag,SAR_filed,"Location check performed: Seattle, WA. SAR filed - Suspicious Activity Report filed with FinCEN"
AUDIT_B4D0532685,2025-02-07 09:35:16,manual_override,alert,ALERT_92BFB5CE27,Robert Johnson,Manual decision: escalate,auto_flag,escalate,Customer verification completed. Amount $70404.57 - escalate
